

[26-09-2015:6:06:43 AM] : B2KQA01 has logged in to IDSIL / PJO using the System 117.201.23.36
[26-09-2015:6:41:50 AM] : B2KQA01 has uploaded a file 94180994 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:41:50 AM] : B2KQA01 has uploaded a file 94181260 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:01 AM] : B2KQA01 has uploaded a file 94217037 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:02 AM] : B2KQA01 has uploaded a file 94216867 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:02 AM] : B2KQA01 has uploaded a file 94216483 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:02 AM] : B2KQA01 has uploaded a file 94216398 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:03 AM] : B2KQA01 has uploaded a file 94194150 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:03 AM] : B2KQA01 has uploaded a file 94193920 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:04 AM] : B2KQA01 has uploaded a file 94192701 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:04 AM] : B2KQA01 has uploaded a file 94192347 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:05 AM] : B2KQA01 has uploaded a file 94191350 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:05 AM] : B2KQA01 has uploaded a file 94184469 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:20 AM] : B2KQA01 has uploaded a file 94211089 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:21 AM] : B2KQA01 has uploaded a file 94225819 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:21 AM] : B2KQA01 has uploaded a file 94222878 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:22 AM] : B2KQA01 has uploaded a file 94227139 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:22 AM] : B2KQA01 has uploaded a file 94220517 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:23 AM] : B2KQA01 has uploaded a file 94225604 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:23 AM] : B2KQA01 has uploaded a file 94221702 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:24 AM] : B2KQA01 has uploaded a file 94218575 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:24 AM] : B2KQA01 has uploaded a file 94226676 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:24 AM] : B2KQA01 has uploaded a file 94217731 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:38 AM] : B2KQA01 has uploaded a file 94222240 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:38 AM] : B2KQA01 has uploaded a file 94221403 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:38 AM] : B2KQA01 has uploaded a file 94228025 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:39 AM] : B2KQA01 has uploaded a file 94227911 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:40 AM] : B2KQA01 has uploaded a file 94228067 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:46 AM] : B2KQA01 has uploaded a file 94226264 to Hospital/Customer in IDSIL / PJO


[26-09-2015:6:42:56 AM] : B2KQA01 has uploaded a file 94227573 to Hospital/Customer in IDSIL / PJO


[26-09-2015:7:08:58 AM] : B2KQA01 has logged out from the Linecount Software Using the System 117.201.23.36


[26-09-2015:7:19:49 AM] : B2KQA01 has logged in to IDSIL / PJO using the System 117.201.23.36


[26-09-2015:7:21:43 AM] : B2KQA01 has picked a file 94234055 in IDSIL / PJO


[26-09-2015:7:38:25 AM] : B2KQA01 has picked a file 94234778 in IDSIL / PJO


[26-09-2015:8:09:47 AM] : B2KQA01 has picked a file 94235343 in IDSIL / PJO


[26-09-2015:8:26:06 AM] : B2KQA01 has picked a file 94235696 in IDSIL / PJO


[26-09-2015:8:45:11 AM] : B2KQA01 has picked a file 94235899 in IDSIL / PJO


[26-09-2015:8:56:16 AM] : B2KQA01 has uploaded a file 94235343 to Hospital/Customer in IDSIL / PJO


[26-09-2015:8:56:16 AM] : B2KQA01 has uploaded a file 94235696 to Hospital/Customer in IDSIL / PJO


[26-09-2015:8:56:17 AM] : B2KQA01 has uploaded a file 94234778 to Hospital/Customer in IDSIL / PJO


[26-09-2015:8:56:33 AM] : B2KQA01 has picked a file 94236146 in IDSIL / PJO


[26-09-2015:8:56:57 AM] : B2KQA01 has uploaded a file 94236146 to Hospital/Customer in IDSIL / PJO


[26-09-2015:9:12:13 AM] : B2KQA01 has picked a file 94237710 in IDSIL / PJO


[26-09-2015:9:44:25 AM] : B2KQA01 has picked a file 94238610 in IDSIL / PJO


[26-09-2015:10:09:10 AM] : B2KQA01 has picked a file 94238650 in IDSIL / PJO


[26-09-2015:10:21:40 AM] : B2KQA01 has picked a file 94238743 in IDSIL / PJO


[26-09-2015:10:23:02 AM] : B2KQA01 has uploaded a file 94238650 to Hospital/Customer in IDSIL / PJO


[26-09-2015:10:23:02 AM] : B2KQA01 has uploaded a file 94238743 to Hospital/Customer in IDSIL / PJO


[26-09-2015:11:01:49 AM] : B2KQA01 has logged in to IDSIL / PJO using the System 117.201.23.36


[26-09-2015:11:02:24 AM] : B2KQA01 has viewed the Edited file details in IDSIL/PJO from 2015-09-25 to 2015-09-26


[26-09-2015:11:02:51 AM] : B2KQA01 has logged out from the Linecount Software Using the System 117.201.23.36


[26-09-2015:11:02:54 AM] : B2KQA01 has logged in to IDSIL / PJO using the System 117.201.23.36


[26-09-2015:11:04:52 AM] : B2KQA01 has logged out from the Linecount Software Using the System 117.201.23.36


[26-09-2015:11:04:54 AM] : B2KQA01 has logged in to IDSIL / PJO using the System 117.201.23.36


[26-09-2015:11:12:14 AM] : B2KQA01 has picked a file 94239212 in IDSIL / PJO


[26-09-2015:11:20:45 AM] : B2KQA01 has picked a file 94239293 in IDSIL / PJO


[26-09-2015:11:23:17 AM] : B2KQA01 has uploaded a file 94239293 to Hospital/Customer in IDSIL / PJO


[26-09-2015:11:23:18 AM] : B2KQA01 has uploaded a file 94239212 to Hospital/Customer in IDSIL / PJO


[26-09-2015:11:33:21 AM] : B2KQA01 has picked a file 94239527 in IDSIL / PJO


[26-09-2015:11:42:15 AM] : B2KQA01 has picked a file 94240446 in IDSIL / PJO


[26-09-2015:11:55:31 AM] : B2KQA01 has logged out from the Linecount Software Using the System 117.201.23.36


[26-09-2015:11:55:33 AM] : B2KQA01 has logged in to IDSIL / PJO using the System 117.201.23.36


[26-09-2015:11:59:29 AM] : B2KQA01 has picked a file 94242232 in IDSIL / PJO


[26-09-2015:12:17:09 PM] : B2KQA01 has uploaded a file 94239527 to Hospital/Customer in IDSIL / PJO


[26-09-2015:12:17:09 PM] : B2KQA01 has uploaded a file 94240446 to Hospital/Customer in IDSIL / PJO


[26-09-2015:12:17:10 PM] : B2KQA01 has uploaded a file 94242232 to Hospital/Customer in IDSIL / PJO


[26-09-2015:12:42:34 PM] : B2KQA01 has picked a file 94245984 in IDSIL / PJO


[26-09-2015:12:55:10 PM] : B2KQA01 has picked a file 94246037 in IDSIL / PJO


[26-09-2015:1:05:07 PM] : B2KQA01 has picked a file 94212156 in IDSIL / PJO


[26-09-2015:1:20:47 PM] : B2KQA01 has uploaded a file 94212156 to Hospital/Customer in IDSIL / PJO


[26-09-2015:1:20:48 PM] : B2KQA01 has uploaded a file 94245984 to Hospital/Customer in IDSIL / PJO


[26-09-2015:1:20:48 PM] : B2KQA01 has uploaded a file 94246037 to Hospital/Customer in IDSIL / PJO


[26-09-2015:1:21:53 PM] : B2KQA01 has picked a file 94234032 in IDSIL / PJO


[26-09-2015:1:26:55 PM] : B2KQA01 has picked a file 94234093 in IDSIL / PJO


[26-09-2015:1:49:11 PM] : B2KQA01 has picked a file 94245804 in IDSIL / PJO


[26-09-2015:1:59:44 PM] : B2KQA01 has uploaded a file 94245804 to Hospital/Customer in IDSIL / PJO


[26-09-2015:1:59:45 PM] : B2KQA01 has uploaded a file 94234093 to Hospital/Customer in IDSIL / PJO


[26-09-2015:1:59:46 PM] : B2KQA01 has uploaded a file 94234032 to Hospital/Customer in IDSIL / PJO


[26-09-2015:2:03:18 PM] : B2KQA01 has picked a file 94237241 in IDSIL / PJO


[26-09-2015:2:15:34 PM] : B2KQA01 has picked a file 94247645 in IDSIL / PJO


[26-09-2015:2:30:41 PM] : B2KQA01 has picked a file 94234509 in IDSIL / PJO


[26-09-2015:2:32:57 PM] : B2KQA01 has uploaded a file 94237241 to Hospital/Customer in IDSIL / PJO


[26-09-2015:2:32:57 PM] : B2KQA01 has uploaded a file 94247645 to Hospital/Customer in IDSIL / PJO


[26-09-2015:2:32:58 PM] : B2KQA01 has uploaded a file 94234509 to Hospital/Customer in IDSIL / PJO


[26-09-2015:2:39:10 PM] : B2KQA01 has picked a file 94235538 in IDSIL / PJO


[26-09-2015:2:47:46 PM] : B2KQA01 has picked a file 94239510 in IDSIL / PJO


[26-09-2015:2:52:14 PM] : B2KQA01 has uploaded a file 94235538 to Hospital/Customer in IDSIL / PJO


[26-09-2015:2:52:15 PM] : B2KQA01 has uploaded a file 94239510 to Hospital/Customer in IDSIL / PJO


[26-09-2015:2:53:56 PM] : B2KQA01 has picked a file 94240850 in IDSIL / PJO


[26-09-2015:2:54:03 PM] : B2KQA01 has uploaded a file 94240850 to Hospital/Customer in IDSIL / PJO


[26-09-2015:3:02:59 PM] : B2KQA01 has viewed the Edited file details in IDSIL/PJO from 2015-09-01 to 2015-09-26


[26-09-2015:3:03:26 PM] : B2KQA01 has viewed the Audit file details in IDSIL / PJO from 2015-09-01 to 2015-09-26


[26-09-2015:3:03:41 PM] : B2KQA01 has viewed the DUP file details in IDSIL/PJO from 2015-09-01 to 2015-09-26


[26-09-2015:3:06:31 PM] : B2KQA01 has logged out from the Linecount Software Using the System 117.201.23.36
